"","ref251.pos","Animal:3216 Week3: plasma","Animal:3216 Week8: plasma","Animal:3216 Week9: R ing LN","Animal:3216 Week9: R cran HLN 1 gran","Animal:3216 Week9: R cran HLN 2","Animal:3216 Week9: RML","mean","count"
"162",255,0,0,0,0,0,0,0,0
"163",256,0,0,0,0,0,0,0,0
"164",257,0,0,0,0,0,0,0,0
"165",258,0,0,0,0,0,0,0,0
"166",259,0,0,0,0,0,0,0,0
"167",260,0,0,0,0,0,0,0,0
"168",261,0,0,0,0,0,0,0,0
"169",262,0,0,0,0,0,0,0,0
"170",263,0,0,0,0,0,0,0,0
"171",264,0,0,0,0,0,0,0,0
"172",265,0,0,0,0,0,0,0,0
"173",266,0,0,0,0,0,0,0,0
"174",267,0,0,0,0,0,0,0,0
"175",268,0,0,0,0,0,0,0,0
"176",269,0,0,0,0,0,0,0,0
"177",270,0,0,0,0,0,0,0,0
"178",271,0,0,0,0,0,0,0,0
"179",272,0,0,0,0,0,0,0,0
"180",273,0,0,0,0,0,0,0,0
"181",274,0,0,0,0,0,0,0,0
"182",275,0,0,0,0,0,0,0,0
"183",276,0,0,0,0,0,0,0,0
"184",277,0,0,0,0,0,0,0,0
"185",278,0,0,0,0,0,0,0,0
"186",279,0,0.000131085651364602,0,0,7.37626318507044e-05,0,3.41413805358843e-05,2
"187",280,0,0,0,0,0,0,0,0
"188",281,0,0,0,0,0,0,0,0
"189",282,0,0,0,0,0,0,0,0
"190",283,0,0,0,0,0,0,0,0
"191",284,0,0,0,0,0,0,0,0
"192",285,0,0,0,1.67565937196287e-05,0,0,2.79276561993811e-06,1
"193",286,0,0,0,0,0,0,0,0
"194",287,0,0,0,0,0,0,0,0
"195",288,0,0,0,0,0,0,0,0
"196",289,0,0,0,0,0,0,0,0
"197",290,0,0,0,0,0,0,0,0
"198",291,0,0,0,0,0,0,0,0
"199",292,0,0,0,0,0,0,0,0
"200",293,0,0,0,0,0,0,0,0
"201",294,0,0,0,0,0,0,0,0
"202",295,0,0,0,0,0,0,0,0
"203",296,0,0,0,0,0,0,0,0
"204",297,0,0,0,0,0,0,0,0
"205",298,0,0,0,0,0,0,0,0
"206",299,0,0,0,0,0,0,0,0
"207",300,0,0,0,0,0,0,0,0
"208",301,0,0,0,0,0,0,0,0
"209",302,0,0,0,0,0,0,0,0
"210",303,0,0,0,0,0,0,0,0
"211",304,0,0,0,0,0,0,0,0
"212",305,2.06642879775173e-05,2.66801846268776e-05,2.949200029492e-05,5.10664374351031e-05,0,0,2.1317151722403e-05,4
"213",306,0,0,0,0,0,0,0,0
"214",307,0,0,0,0,0,0,0,0
"215",308,0,0,0,0,0,0,0,0
"216",309,1.03594737387341e-05,0,0,0,0,0,1.72657895645568e-06,1
"217",310,0,0,0,0,0,0,0,0
"218",311,0,0,0,0,0,0,0,0
"219",312,0,1.34273246055723e-05,0,0,0,0,2.23788743426206e-06,1
"220",313,3.46827224549818e-06,0,0,0,0,0,5.78045374249697e-07,1
"221",314,0,0,0,0,0,0,0,0
"222",315,0,0,0,0,0,0,0,0
"223",316,0,0,0,0,0,0,0,0
"224",317,3.47886588971995e-06,0,0,0,0,0,5.79810981619992e-07,1
"225",318,3.48379859463565e-06,0,0,0,0,0,5.80633099105941e-07,1
"226",319,0,0,0,0,0,0,0,0
"227",320,0,0,0,0,0,0,0,0
"228",321,0,0,0,0,0,0,0,0
"229",322,0,0,0,0,0,0,0,0
"230",323,0,0,0,0,0,0,0,0
"231",324,0,0,0,0,0,0,0,0
"232",325,0,0,0,0,0,0,0,0
"233",326,0,0,0,0,0,0,0,0
"234",327,0,0,0,0,0,0,0,0
"235",328,0,0,0,0,0,0,0,0
"236",329,0,0,0,0,0,0,0,0
"237",330,0,0,0,0,0,0,0,0
"238",331,0,0,0,0,0,0,0,0
"239",332,0,0,0,0,0,0,0,0
"240",333,0,0,0,0,0,0,0,0
"241",334,0,0,0,0,0,0,0,0
"242",335,0,0,0,0,0,0,0,0
"243",336,0,0,0,0,0,0,0,0
"244",337,0,0,0,0,0,0,0,0
"245",338,0,0,0,0,0,0,0,0
"246",339,0,0,0,0,0,0,0,0
"247",340,0,0,0,0,0,0,0,0
"248",341,0,0,0,0,0,0,0,0
"249",342,7.38427002798638e-06,0,1.5844094113919e-05,0,0,0,3.8713940236509e-06,2
"250",343,0,0,0,0,0,0,0,0
"251",344,0,0,0,0,0,0,0,0
"252",345,0,0,0,0,0,0,0,0
"253",346,0,0,0,0,0,0,0,0
"254",347,0,0,0,0,0,0,0,0
"255",348,0,0,0,0,0,0,0,0
"256",349,0,0,0,0,0,0,0,0
"257",350,0,0,0,0,0,0,0,0
"258",351,0,0,0,0,0,0,0,0
"259",352,0,0,0,0,0,0,0,0
"260",353,0,0,0,0,0,0,0,0
"261",354,0,0,0,0,0,0,0,0
"262",355,0,0,0,0,0,0,0,0
"263",356,0,0,0,1.99373965747553e-05,0,0,3.32289942912588e-06,1
"264",357,0,0,0,0,0,0,0,0
"265",358,0,0,0,0,0,0,0,0
"266",359,0,0,0,0,0,0,0,0
"267",360,8.06711842529848e-06,0,0,0,0,0,1.34451973754975e-06,1
"268",361,8.13490933643545e-06,0,0,0,0,0,1.35581822273924e-06,1
"269",362,0,0,0,0,0,0,0,0
"270",363,0,0,0,0,0,0,0,0
"271",364,0,0,0,0,0,0,0,0
"272",365,0,0,0,0,0,0,0,0
"273",366,0,1.65609525859927e-05,0,0,0,0,2.76015876433212e-06,1
"274",367,0,0,0,0,0,0,0,0
"275",368,0,0,0,0,0,0,0,0
"276",369,0,0,0,0,0,0,0,0
"277",370,0,0,0,0,0,0,0,0
"278",371,8.73137488594642e-06,1.71320884015762e-05,0,2.18794442621157e-05,0,0,7.95715125827305e-06,3
"279",372,0,0,0,0,0,0,0,0
"280",373,0,0,0,0,0,0,0,0
"281",374,0,0,0,0,0,0,0,0
"282",375,0,0,0,0,0,0,0,0
"283",376,0,0,0,0,0,0,0,0
"284",377,0,0,0,0,0,0,0,0
"285",378,0,0,0,0,0,0,0,0
"286",379,0,0,0,0,0,0,0,0
"287",380,4.72614360859969e-06,0,0,0,0,0,7.87690601433282e-07,1
"288",381,0,0,0,0,0,0,0,0
"289",382,0,0,0,0,0,0,0,0
"290",383,0,0,0,0,0,0,0,0
"291",384,0,0,0,0,0,0,0,0
"292",385,0,0,0,0,0,0,0,0
"293",386,0,0,0,0,0,0,0,0
"294",387,0,0,0,0,0,0,0,0
"295",388,0,0,0,0,0,0,0,0
"296",389,0,0,0,0,0,0,0,0
"297",390,0,0,0,0,0,0,0,0
"298",391,0,0,0,0,0,0,0,0
"299",392,0,0,0,0,0,0,0,0
"300",393,0,0,0,0,0,0,0,0
"301",394,0,0,0,0,0,0,0,0
"302",395,0,0,0,0,0,0,0,0
"303",396,0,0,0,0,NA,NA,0,NA
"304",397,0,NA,NA,0,NA,NA,0,NA
"305",398,0,NA,NA,0,NA,NA,0,NA
"306",399,0,NA,NA,NA,NA,NA,0,NA
"307",400,0,NA,NA,NA,NA,NA,0,NA
"308",401,0,NA,NA,NA,NA,NA,0,NA
"309",402,0,NA,NA,NA,NA,NA,0,NA
"310",403,0,NA,NA,NA,NA,NA,0,NA
"311",404,0,NA,NA,NA,NA,NA,0,NA
"312",405,0,NA,NA,NA,NA,NA,0,NA
"313",406,0,NA,NA,NA,NA,NA,0,NA
"314",407,0,NA,NA,NA,NA,NA,0,NA
"315",408,0,NA,NA,NA,NA,NA,0,NA
"316",409,0,NA,NA,NA,NA,NA,0,NA
"317",410,0,NA,NA,NA,NA,NA,0,NA
"318",411,0,NA,NA,NA,NA,NA,0,NA
"319",412,0,NA,NA,NA,NA,NA,0,NA
"320",413,0,NA,NA,NA,NA,NA,0,NA
"321",414,0,NA,NA,NA,NA,NA,0,NA
"322",415,0,NA,NA,NA,NA,NA,0,NA
"323",416,0,NA,NA,NA,NA,NA,0,NA
"324",417,0,NA,NA,NA,NA,NA,0,NA
"325",418,0,NA,NA,NA,NA,NA,0,NA
"326",419,0,NA,NA,NA,NA,NA,0,NA
"327",420,0,NA,NA,NA,NA,NA,0,NA
"328",421,0,NA,NA,NA,NA,NA,0,NA
"329",422,0,NA,NA,NA,NA,NA,0,NA
"330",423,0,NA,NA,NA,NA,NA,0,NA
"331",424,0,NA,NA,NA,NA,NA,0,NA
"332",425,0,NA,NA,NA,NA,NA,0,NA
"333",426,0,NA,NA,NA,NA,NA,0,NA
"334",427,0,NA,NA,NA,NA,NA,0,NA
"335",428,0,NA,NA,NA,NA,NA,0,NA
"336",429,0,NA,NA,NA,NA,NA,0,NA
"337",430,0,NA,NA,NA,NA,NA,0,NA
"338",431,0,NA,NA,NA,NA,NA,0,NA
"339",432,0,NA,NA,NA,NA,NA,0,NA
"340",433,0,NA,NA,NA,NA,NA,0,NA
"341",434,0,NA,NA,NA,NA,NA,0,NA
"342",435,0,NA,NA,NA,NA,NA,0,NA
"343",436,0,NA,NA,NA,NA,NA,0,NA
"344",437,0,NA,NA,NA,NA,NA,0,NA
"345",438,0,NA,NA,NA,NA,NA,0,NA
"346",439,0,NA,NA,NA,NA,NA,0,NA
"347",440,0,NA,NA,NA,NA,NA,0,NA
"348",441,0,NA,NA,NA,NA,NA,0,NA
"349",442,0,NA,NA,NA,NA,NA,0,NA
"350",443,0,NA,NA,NA,NA,NA,0,NA
"351",444,0,NA,NA,NA,NA,NA,0,NA
"352",445,0,NA,NA,NA,NA,NA,0,NA
"353",446,0,NA,NA,NA,NA,NA,0,NA
"354",447,0,NA,NA,NA,NA,NA,0,NA
"355",448,0,NA,NA,NA,NA,NA,0,NA
"356",449,0,NA,NA,NA,NA,NA,0,NA
"357",450,0,NA,NA,NA,NA,NA,0,NA
"358",451,0,NA,NA,NA,NA,NA,0,NA
"359",452,0,NA,NA,NA,NA,NA,0,NA
"360",453,0,NA,NA,NA,NA,NA,0,NA
"361",454,0,NA,NA,NA,NA,NA,0,NA
"362",455,0,NA,NA,NA,NA,NA,0,NA
"363",456,0,NA,NA,NA,NA,NA,0,NA
"364",457,0,NA,NA,NA,NA,NA,0,NA
"365",458,0,NA,NA,NA,NA,NA,0,NA
"366",459,0,NA,NA,NA,NA,NA,0,NA
"367",460,0,NA,NA,NA,NA,NA,0,NA
"368",461,0,NA,NA,NA,NA,NA,0,NA
"369",462,0,NA,NA,NA,NA,NA,0,NA
"370",463,0,NA,NA,NA,NA,NA,0,NA
"371",464,0,NA,NA,NA,NA,NA,0,NA
"372",465,0,NA,NA,NA,NA,NA,0,NA
"373",466,0,NA,NA,NA,NA,NA,0,NA
"374",467,0,NA,NA,NA,NA,NA,0,NA
"375",468,0,NA,NA,NA,NA,NA,0,NA
"376",469,0,NA,NA,NA,NA,NA,0,NA
"377",470,0,NA,NA,NA,NA,NA,0,NA
"378",471,0,NA,NA,NA,NA,NA,0,NA
"379",472,0,NA,NA,NA,NA,NA,0,NA
"380",473,0,0,NA,NA,NA,NA,0,NA
"381",474,0,0,NA,NA,NA,NA,0,NA
"382",475,0,0,NA,NA,NA,NA,0,NA
"383",476,0,0,NA,NA,NA,NA,0,NA
"384",477,0,0,NA,NA,NA,NA,0,NA
"385",478,0,0,NA,NA,NA,NA,0,NA
"386",479,0,0,NA,NA,NA,NA,0,NA
"387",480,0,0,NA,NA,NA,NA,0,NA
"388",481,0,0,NA,NA,NA,NA,0,NA
"389",482,0,0,NA,NA,NA,NA,0,NA
"390",483,0,0,NA,NA,NA,NA,0,NA
"391",484,0,0,NA,NA,NA,NA,0,NA
"392",485,0,0,NA,NA,NA,NA,0,NA
"393",486,0,0,NA,NA,NA,NA,0,NA
"394",487,0,0,NA,NA,NA,NA,0,NA
"395",488,0,0,NA,NA,NA,NA,0,NA
"396",489,0,0,NA,NA,NA,NA,0,NA
"397",490,0,0,NA,NA,NA,NA,0,NA
"398",491,0,0,NA,NA,NA,NA,0,NA
"399",492,0,0,NA,NA,NA,NA,0,NA
"400",493,0,0,NA,NA,NA,NA,0,NA
"401",494,0,0,NA,NA,NA,NA,0,NA
"402",495,0,0,NA,NA,NA,NA,0,NA
"403",496,0,0,NA,NA,NA,NA,0,NA
"404",497,0,0,NA,NA,NA,NA,0,NA
"405",498,0,0,NA,NA,NA,NA,0,NA
"406",499,0,0,NA,NA,NA,NA,0,NA
"407",500,0,0,NA,NA,NA,NA,0,NA
"408",501,0,0,NA,NA,NA,NA,0,NA
"409",502,0,0,NA,NA,NA,NA,0,NA
"410",503,0,0,NA,NA,NA,NA,0,NA
"411",504,0,0,NA,NA,NA,NA,0,NA
"412",505,0,0,NA,NA,NA,NA,0,NA
"413",506,0,0,NA,NA,NA,NA,0,NA
"414",507,0,0,NA,NA,NA,NA,0,NA
"415",508,0,0,NA,NA,NA,NA,0,NA
"416",509,0,0,NA,NA,NA,NA,0,NA
"417",510,0,0,NA,NA,NA,NA,0,NA
"418",511,0,0,NA,NA,NA,NA,0,NA
"419",512,0,0,NA,NA,NA,NA,0,NA
"420",513,0,0,NA,NA,NA,NA,0,NA
"421",514,0,0,NA,NA,NA,NA,0,NA
"422",515,0,0,NA,NA,NA,NA,0,NA
"423",516,0,0,NA,NA,NA,NA,0,NA
"424",517,0,0,NA,NA,NA,NA,0,NA
"425",518,0,0,NA,NA,NA,NA,0,NA
"426",519,0,0,NA,NA,NA,NA,0,NA
"427",520,0,0,NA,NA,NA,NA,0,NA
"428",521,0,0,NA,NA,NA,NA,0,NA
"429",522,0,0,NA,NA,NA,NA,0,NA
"430",523,0,0,NA,NA,NA,NA,0,NA
"431",524,0,0,NA,NA,NA,NA,0,NA
"432",525,0,0,NA,NA,NA,NA,0,NA
"433",526,0,0,NA,NA,NA,NA,0,NA
"434",527,0,0,0,NA,NA,NA,0,NA
"435",528,0,0,0,0,NA,NA,0,NA
"436",529,0,0,0,0,NA,NA,0,NA
"437",530,0,0,0,0,NA,NA,0,NA
"438",531,0,0,0,0,0,0,0,0
"439",532,0,0,0,0,0,0,0,0
"440",533,0.000150670483652253,0,0,0,0,0,2.51117472753754e-05,1
"441",534,0,0,0,0,0,0,0,0
"442",535,0,0,0,0,0,0,0,0
"443",536,0,0,0,0,0,0,0,0
"444",537,0,0,0,0,0,0,0,0
"445",538,0,0,0,0,0,0,0,0
"446",539,0,0,0,0,0,0,0,0
"447",540,0,0,0,0,0,0,0,0
"448",541,0,0,0,0,0,0,0,0
"449",542,0,0,0,0,0,0,0,0
"450",543,0,0,0,0,0,0,0,0
"451",544,0,0,0,0,0,0,0,0
"452",545,0,0,0,0,0,0,0,0
"453",546,0,0,0,0,0,0,0,0
"454",547,0,0,0,0,0,0,0,0
"455",548,1.86919381670685e-05,0,0,0,0,0,3.11532302784476e-06,1
"456",549,0,0,0,0,0,0,0,0
"457",550,0,0,0,0,0,0,0,0
"458",551,0,0,0,0,0,0,0,0
"459",552,0,0,0,0,0,0,0,0
"460",553,0,0,0,0,0,0,0,0
"461",554,0,0,0,0,0,0,0,0
"462",555,0,0,0,0,0,0,0,0
"463",556,0,0,0,0,0,0,0,0
"464",557,0,0,0,0,0,0,0,0
"465",558,0,0,0,0,0,0,0,0
"466",559,0,0,0,0,0,0,0,0
"467",560,0,0,0,0,0,0,0,0
"468",561,0,0,0,0,0,0,0,0
"469",562,0,0,0,0,0,0,0,0
"470",563,0,0,0,0,0,0,0,0
"471",564,0,0,0,0,0,0,0,0
"472",565,0,0,0,0,0,0,0,0
"473",566,0,0,0,0,0,0,0,0
"474",567,0,0,0,0,0,0,0,0
"475",568,0,0,0,0,0,0,0,0
"476",569,0,0,0,0,0,0,0,0
"477",570,0,0,0,0,0,0,0,0
"478",571,0,0,0,0,0,0,0,0
"479",572,0,0,0,0,0,0,0,0
"480",573,0,0,0,0,0,0,0,0
"481",574,0,0,0,0,0,0,0,0
"482",575,0,0,0,0,0,0,0,0
"483",576,0,0,0,0,0,0,0,0
"484",577,0,0,0,0,0,0,0,0
"485",578,0,0,0,0,0,0,0,0
"486",579,0,0,0,0,0,0,0,0
"487",580,0,0,0,0,0,0,0,0
"488",581,6.18352708384863e-06,0,0,0,0,0,1.0305878473081e-06,1
"489",582,0,0,0,0,0,0,0,0
"490",583,0,0,0,0,0,0,0,0
"491",584,0,0,0,0,0,0,0,0
"492",585,0,0,0,0,0,0,0,0
"493",586,0,0,0,0,0,0,0,0
"494",587,0,0,0,0,0,0,0,0
"495",588,0,0,0,0,0,0,0,0
"496",589,0,0,0,0,0,0,0,0
"497",590,0,0,0,0,0,0,0,0
"498",591,0,0,0,0,0,0,0,0
"499",592,0,0,0,0,0,0,0,0
"500",593,0,0,0,0,0,0,0,0
"501",594,0,0,0,0,0,0,0,0
"502",595,0,0,0,0,0,0,0,0
"503",596,0,0,0,0,0,0,0,0
"504",597,0,0,0,0,0,0,0,0
"505",598,0,0,0,0,0,0,0,0
"506",599,0,0,0,0,0,0,0,0
"507",600,0,0,0,0,0,0,0,0
"508",601,0,0,0,0,0,0,0,0
"509",602,0,0,0,0,0,0,0,0
"510",603,0,0,0,0,0,0,0,0
"511",604,0,0,0,0,0,0,0,0
"512",605,0,0,0,0,0,0,0,0
"513",606,0,0,0,0,0,0,0,0
"514",607,0,0,0,0,0,0,0,0
"515",608,0,0,0,0,0,0,0,0
"516",609,0,0,0,0,0,0,0,0
"517",610,0,0,0,0,0,0,0,0
"518",611,0,0,0,0,0,0,0,0
"519",612,8.372720003684e-06,0,0,0,0,0,1.39545333394733e-06,1
"520",613,0,0,0,0,0,0,0,0
"521",614,0,0,0,0,0,0,0,0
"522",615,0,0,0,0,0,0,0,0
"523",616,0,0,0,0,0,0,0,0
"524",617,0,0,0,0,0,0,0,0
"525",618,0,0,0,0,0,0,0,0
"526",619,0,0,0,0,0,0,0,0
"527",620,0,0,0,0,0,0,0,0
"528",621,0,0,0,0,0,0,0,0
"529",622,0,0,0,0,0,0,0,0
"530",623,0,0,0,0,0,0,0,0
"531",624,0,0,0,0,0,0,0,0
"532",625,0,0,0,0,0,0,0,0
"533",626,0,0,0,0,0,0,0,0
"534",627,0,0,0,0,0,0,0,0
"535",628,0,0,0,0,0,0,0,0
"536",629,0,0,0,0,0,0,0,0
"537",630,0,0,0,0,0,0,0,0
"538",631,0,0,0,0,0,0,0,0
"539",632,0,0,0,0,0,0,0,0
"540",633,0,0,0,0,0,0,0,0
"541",634,0,0,0,0,0,0,0,0
"542",635,0,0,0,0,0,0,0,0
"543",636,0,0,0,0,0,0,0,0
"544",637,0,0,0,0,0,0,0,0
"545",638,0,0,0,0,0,0,0,0
"546",639,0,0,0,0,0,0,0,0
"547",640,0,0,0,0,0,0,0,0
"548",641,0,0,0,0,0,0,0,0
"549",642,0,0,0,0,0,0,0,0
"550",643,0,0,0,0,0,0,0,0
"551",644,0,0,0,0,0,0,0,0
"552",645,0,0,0,0,0,0,0,0
"553",646,0,0,0,0,0,0,0,0
"554",647,0,0,0,0,0,0,0,0
"555",648,0,0,0,0,0,0,0,0
