"","ref251.pos","Animal:16314 Week3: plasma","Animal:16314 Week8: plasma","Animal:16314 Week8: L ing LN","Animal:16314 Week8: L cran HLN 1","Animal:16314 Week8: R carinal LN gran ","Animal:16314 Week8: *RLL gran 6","Animal:16314 Week8: RLL gran 4","Animal:16314 Week8: RLL gran D","Animal:16314 Week8: RLL gran E","Animal:16314 Week8: R cran HLN ","mean","count"
"167",260,0,0,0,0,0,0,0,0,0,0,0,0
"168",261,0,0,0,0,0,0,0,0,0,0,0,0
"169",262,0,0,0,0,0,0,0,0,0,0,0,0
"170",263,0,0,0,0,0,0,0,0,0,0,0,0
"171",264,3.34319576082778e-06,0,0,0,0,0,0,0,0,0,3.34319576082778e-07,1
"172",265,0,0,0,0,0,0,0,0,0,0,0,0
"173",266,0,0,0,0,0,0,0,0,0,0,0,0
"174",267,0,0,0,0,0,0,0,0,0,0,0,0
"175",268,0,0,0,0,0,0,0,0,0,0,0,0
"176",269,0,0,0,0,0,0,0,0,0,0,0,0
"177",270,0,0,0,0,0,0,0,0,0,0,0,0
"178",271,0,0,0,0,0,0,0,0,0,0,0,0
"179",272,0,0,0,0,0,0,0,0,0,0,0,0
"180",273,0,0,0,0,0,0,0,0,0,0,0,0
"181",274,0,0,0,0,0,0,0,0,0,0,0,0
"182",275,0,0,0,0,0,0,0,0,0,0,0,0
"183",276,0,0,0,0,0,0,0,0,0,0,0,0
"184",277,0,0,0,0,0,0,0,0,0,0,0,0
"185",278,0,0,0,0,0,0,0,0,0,0,0,0
"186",279,0,0,0,0,0,0,0,0,0,0,0,0
"187",280,0,0,0,0,0,0,0,0,0,0,0,0
"188",281,0,0,0,0,0,0,0,0,0,0,0,0
"189",282,0,0,0,0,0,0,0,0,0,0,0,0
"190",283,0,0,0,0,0,0,0,0,0,0,0,0
"191",284,0,0,0,0,0,0,0,0,0,0,0,0
"192",285,0,0,0,0,0,0,0,0,0,0,0,0
"193",286,0,0,0,0,0,0,0,0,0,0,0,0
"194",287,0,0,0,0,0,0,0,0,0,0,0,0
"195",288,0,0,0,0,0,0,0,0,0,0,0,0
"196",289,0,0,0,0,0,0,0,0,0,0,0,0
"197",290,0,0,0,0,0,0,0,0,0,0,0,0
"198",291,0,0,0,0,0,0,0,0,0,0,0,0
"199",292,0,0,0,0,0,0,0,0,0,0,0,0
"200",293,0,0,0,0,0,0,0,0,0,0,0,0
"201",294,0,0,0,0,0,0,0,0,0,0,0,0
"202",295,0,0,0,0,0,0,0,0,0,0,0,0
"203",296,0,0,0,0,0,0,0,0,0,0,0,0
"204",297,0,0,0,0,0,0,0,0,0,0,0,0
"205",298,0,0,0,0,0,0,0,0,0,0,0,0
"206",299,0,0,0,0,0,0,0,0,0,0,0,0
"207",300,0,0,0,0,0,0,0,0,0,0,0,0
"208",301,0,0,0,0,0,0,0,0,0,0,0,0
"209",302,0,0,0,0,0,0,0,0,0,0,0,0
"210",303,0,0,0,0,0,0,0,0,0,0,0,0
"211",304,0,0,0,0,0,0,0,0,0,0,0,0
"212",305,2.07175881964994e-05,2.96816431757662e-05,0,2.34353944762775e-05,1.93046466284435e-05,3.51673084700462e-05,5.36245743549411e-05,1.35189332660391e-05,0,0,1.95450088568013e-05,7
"213",306,0,0,0,0,0,0,0,0,0,0,0,0
"214",307,0,0,0,0,0,0,0,0,0,0,0,0
"215",308,0,0,0,0,0,0,0,0,0,0,0,0
"216",309,0,0,0,0,1.93550884527542e-05,0,0,4.52355642005745e-06,0,0,2.38786448728117e-06,2
"217",310,0,0,0,0,0,0,0,0,0,0,0,0
"218",311,0,0,0,0,0,0,0,0,0,0,0,0
"219",312,6.94987403353314e-06,1.70548783347617e-05,8.1327260897853e-06,0,0,0,9.02079292769834e-06,4.54657052185536e-06,0,0,4.57048419076338e-06,5
"220",313,3.48149411801569e-06,0,0,0,0,0,0,0,0,0,3.48149411801569e-07,1
"221",314,0,0,0,0,0,0,0,0,0,0,0,0
"222",315,0,0,0,0,0,0,0,0,0,0,0,0
"223",316,0,0,0,0,0,0,0,0,0,0,0,0
"224",317,0,1.2847030408921e-05,0,0,0,0,0,0,0,0,1.2847030408921e-06,1
"225",318,0,0,0,0,0,0,9.13717642973968e-06,0,0,0,9.13717642973968e-07,1
"226",319,0,0,0,0,0,0,0,0,0,0,0,0
"227",320,0,0,0,0,0,0,0,0,0,0,0,0
"228",321,0,0,8.23072364522289e-06,0,0,1.81705854562634e-05,0,0,0,0,2.64013091014863e-06,2
"229",322,0,0,0,0,0,0,0,0,0,0,0,0
"230",323,0,0,0,0,0,0,0,0,0,0,0,0
"231",324,0,0,0,0,0,0,0,0,0,0,0,0
"232",325,0,0,0,0,0,0,0,0,0,0,0,0
"233",326,0,0,0,0,0,0,0,0,0,0,0,0
"234",327,0,0,0,0,0,0,0,0,0,0,0,0
"235",328,0,0,0,0,0,0,0,0,0,0,0,0
"236",329,0,0,0,0,0,0,0,0,0,0,0,0
"237",330,0,0,0,0,0,0,1.90434476257582e-05,0,0,0,1.90434476257582e-06,1
"238",331,0,4.39738267783016e-06,0,0,0,0,0,0,0,0,4.39738267783016e-07,1
"239",332,0,0,0,0,0,0,0,0,0,0,0,0
"240",333,0,0,0,0,0,0,0,0,0,0,0,0
"241",334,0,0,0,0,0,0,0,0,0,0,0,0
"242",335,0,0,0,0,0,0,0,0,0.000185356811862836,0,1.85356811862836e-05,1
"243",336,0,0,0,0,0,0,0,0,0,0,0,0
"244",337,0,0,0,0,0,0,0,0,0,0,0,0
"245",338,0,0,0,0,0,0,0,0,0,0,0,0
"246",339,3.71475165027842e-06,0,0,0,0,0,0,0,0,0,3.71475165027842e-07,1
"247",340,0,0,0,0,0,0,0,0,0,0,0,0
"248",341,0,0,0,0,0,0,0,0,0,0.000324464633354964,3.24464633354964e-05,1
"249",342,0,0,0,0,0,0,0,0,0,0,0,0
"250",343,0,0,0,0,0,0,0,0,0,0,0,0
"251",344,0,0,0,0,0,0,0,0,0,0,0,0
"252",345,0,0,0,0,0,0,0,0,0,0,0,0
"253",346,0,0,0,0,0,0,0,0,0,0,0,0
"254",347,0,0,0,0,0,0,0,0,0,0,0,0
"255",348,0,0,0,0,0,0,0,0,0,0,0,0
"256",349,0,0,0,0,0,0,0,0,0,0,0,0
"257",350,0,0,0,0,0,0,0,0,0,0,0,0
"258",351,0,0,0,0,0,0,0,0,0,0,0,0
"259",352,0,0,0,0,0,0,0,0,0,0,0,0
"260",353,0,0,0,0,0,0,0,0,0,0,0,0
"261",354,0,0,0,0,0,0,0,0,0,0,0,0
"262",355,0,0,0,0,0,0,0,0,0,0,0,0
"263",356,0,0,0,0,0,0,0,0,0,0,0,0
"264",357,0,4.95859572569048e-06,0,0,0,0,0,0,0,0,4.95859572569048e-07,1
"265",358,0,0,0,0,0,0,0,0,0,0,0,0
"266",359,0,0,0,0,0,0,0,0,0,0,0,0
"267",360,8.22016900667478e-06,0,0,0,4.58263639071558e-05,0,0,0,0,0,5.40465329138306e-06,2
"268",361,1.24391002384161e-05,0,9.74051274059066e-06,0,0,0,0,0,0,0,2.21796129790067e-06,2
"269",362,0,0,0,0,0,0,0,0,0,0,0,0
"270",363,0,0,0,0,0,0,0,0,0,0,0,0
"271",364,0,0,0,0,0,0,0,0,0,0,0,0
"272",365,0,0,0,0,0,0,0,0,0,0,0,0
"273",366,8.67569806835582e-06,0,0,1.45215863380916e-05,0,0,0,0,0,0,2.31972844064474e-06,2
"274",367,0,0,0,0,0,0,0,0,0,0,0,0
"275",368,0,0,0,0,0,0,0,0,0,0,0,0
"276",369,0,0,0,0,0,0,0,0,0,0,0,0
"277",370,0,0,0,0,0,0,0,0,0,0,0,0
"278",371,9.00754832549677e-06,1.6214025131739e-05,0,0,0,3.13548427554636e-05,0,1.55995288942274e-05,0,0,7.21759451069267e-06,4
"279",372,0,0,0,0,0,0,0,0,0,0,0,0
"280",373,0,0,0,0,0,0,0,0,0,0,0,0
"281",374,0,0,0,0,0,0,0,0,0,0,0,0
"282",375,0,0,0,0,0,0,0,0,0,0,0,0
"283",376,0,0,0,0,0,0,0,0,0,0,0,0
"284",377,0,0,0,0,0,0,0,0,0,0,0,0
"285",378,0,0,0,0,0,0,0,0,0,0,0,0
"286",379,0,0,0,0,0,0,0,0,0,0,0,0
"287",380,0,0,0,0,0,0,0,0,0,0,0,0
"288",381,0,0,0,0,0,0,0,0,0,0,0,0
"289",382,0,0,0,0,0,0,0,0,0,0,0,0
"290",383,0,0,0,0,0,0,0,0,0,0,0,0
"291",384,0,0,0,0,0,0,0,0,0,0,0,0
"292",385,0,0,0,0,0,0,0,0,0,0,0,0
"293",386,0,0,1.24450860577701e-05,0,0,0,0,0,0,0,1.24450860577701e-06,1
"294",387,0,0,0,0,0,0,0,0,0,0,0,0
"295",388,0,0,0,0,0,0,0,0,0,0,0,0
"296",389,0,0,0,0,0,0,0,0,0,0,0,0
"297",390,0,0,0,0,0,0,0,0,0,0,0,0
"298",391,0,0,0,0,0,0,0,0,0,0,0,0
"299",392,0,0,0,0,0,0,0,0,0,0,0,0
"300",393,0,0,0,0,0,0,0,0,0,0,0,0
"301",394,0,0,0,0,0,0,0,0,0,0,0,0
"302",395,0,0,0,0,0,0,0,0,0,0,0,0
"303",396,0,0,0,0,0,NA,0,0,NA,NA,0,NA
"304",397,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"305",398,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"306",399,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"307",400,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"308",401,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"309",402,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"310",403,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"311",404,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"312",405,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"313",406,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"314",407,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"315",408,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"316",409,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"317",410,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"318",411,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"319",412,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"320",413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"321",414,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"322",415,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"323",416,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"324",417,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"325",418,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"326",419,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"327",420,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"328",421,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"329",422,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"330",423,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"331",424,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"332",425,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"333",426,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"334",427,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"335",428,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"336",429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"337",430,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"338",431,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"339",432,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"340",433,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"341",434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"342",435,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"343",436,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"344",437,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"345",438,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"346",439,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"347",440,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"348",441,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"349",442,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"350",443,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"351",444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"352",445,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"353",446,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"354",447,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"355",448,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"356",449,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"357",450,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"358",451,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"359",452,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"360",453,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"361",454,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"362",455,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"363",456,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"364",457,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"365",458,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"366",459,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"367",460,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"368",461,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"369",462,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"370",463,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
"371",464,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
"372",465,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
"373",466,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
"374",467,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
