"","label","freq.mutations","Tissue2","Tissue3","filename"
"31","Stock_Stock_0",0.000648885706614159,"Stock","Stock","Stock"
"32","Stock_Stock_0",0.00376993338292791,"Stock","Stock","Stock"
"33","Stock_Stock_0",0.000520189505596232,"Stock","Stock","Stock"
"34","Stock_Stock_0",0.00529141962188164,"Stock","Stock","Stock"
"35","Stock_Stock_0",0.00167259627218008,"Stock","Stock","Stock"
"36","Stock_Stock_0",0.000520270988458935,"Stock","Stock","Stock"
"37","Stock_Stock_0",0.00186875101410515,"Stock","Stock","Stock"
"38","Stock_Stock_0",0.000604375003497541,"Stock","Stock","Stock"
"39","Stock_Stock_0",0.00562376193300729,"Stock","Stock","Stock"
"40","Stock_Stock_0",0.000693822739480752,"Stock","Stock","Stock"
"41","Stock_Stock_0",0.00125338525929408,"Stock","Stock","Stock"
"42","Stock_Stock_0",0.00249962254022044,"Stock","Stock","Stock"
"43","Stock_Stock_0",0.00277909805127632,"Stock","Stock","Stock"
"44","Stock_Stock_0",0.0006267347121497,"Stock","Stock","Stock"
"45","Stock_Stock_0",0.00202879434843844,"Stock","Stock","Stock"
"46","Stock_Stock_0",0.00162625252180911,"Stock","Stock","Stock"
"47","Stock_Stock_0",0.00230192031556422,"Stock","Stock","Stock"
"48","Stock_Stock_0",0.000536321837796164,"Stock","Stock","Stock"
"49","Stock_Stock_0",0.00215112640801001,"Stock","Stock","Stock"
"50","Stock_Stock_0",0.00532140386889489,"Stock","Stock","Stock"
"51","Stock_Stock_0",0.000875778857471175,"Stock","Stock","Stock"
"52","Stock_Stock_0",0.00142198330424309,"Stock","Stock","Stock"
"53","Stock_Stock_0",0.00100891861761427,"Stock","Stock","Stock"
"54","Stock_Stock_0",0.000768836494105587,"Stock","Stock","Stock"
"55","Stock_Stock_0",0.000612564249636638,"Stock","Stock","Stock"
"56","Stock_Stock_0",0.00363549310202764,"Stock","Stock","Stock"
"57","Stock_Stock_0",0.0015862149571722,"Stock","Stock","Stock"
"58","Stock_Stock_0",0.00147980017134528,"Stock","Stock","Stock"
"59","Stock_Stock_0",0.000745239366435309,"Stock","Stock","Stock"
"60","Stock_Stock_0",0.00171871002191494,"Stock","Stock","Stock"
"61","Stock_Stock_0",0.00192423197561898,"Stock","Stock","Stock"
"62","Stock_Stock_0",0.00961511725549296,"Stock","Stock","Stock"
"63","Stock_Stock_0",0.00904979889335793,"Stock","Stock","Stock"
"64","Stock_Stock_0",0.00106610992037492,"Stock","Stock","Stock"
"65","Stock_Stock_0",0.000915806825813542,"Stock","Stock","Stock"
"66","Stock_Stock_0",0.00229468398210812,"Stock","Stock","Stock"
"67","Stock_Stock_0",0.00387644120546246,"Stock","Stock","Stock"
"68","Stock_Stock_0",0.000819014415760494,"Stock","Stock","Stock"
"69","Stock_Stock_0",0.00147114129593169,"Stock","Stock","Stock"
"70","Stock_Stock_0",0.00207283098965243,"Stock","Stock","Stock"
"71","Stock_Stock_0",0.000840020337334483,"Stock","Stock","Stock"
"72","Stock_Stock_0",0.00202214413578201,"Stock","Stock","Stock"
"73","Stock_Stock_0",0.000828596523208989,"Stock","Stock","Stock"
"74","Stock_Stock_0",0.00186128202012615,"Stock","Stock","Stock"
"75","Stock_Stock_0",0.000778975398741485,"Stock","Stock","Stock"
"76","Stock_Stock_0",0.00302941679588132,"Stock","Stock","Stock"
"77","Stock_Stock_0",0.000855677558613913,"Stock","Stock","Stock"
"78","Stock_Stock_0",0.0124354492621597,"Stock","Stock","Stock"
"79","Stock_Stock_0",0.00157959687371452,"Stock","Stock","Stock"
"80","Stock_Stock_0",0.00303821348659676,"Stock","Stock","Stock"
"81","Stock_Stock_0",0.00145309784009344,"Stock","Stock","Stock"
"82","Stock_Stock_0",0.000948449312785426,"Stock","Stock","Stock"
"83","Stock_Stock_0",0.00106902619936516,"Stock","Stock","Stock"
"84","Stock_Stock_0",0.00232419187738792,"Stock","Stock","Stock"
"85","Stock_Stock_0",0.000668625043844265,"Stock","Stock","Stock"
"86","Stock_Stock_0",0.00218092947049444,"Stock","Stock","Stock"
"87","Stock_Stock_0",0.000908991348154638,"Stock","Stock","Stock"
"88","Stock_Stock_0",0.00106763903945337,"Stock","Stock","Stock"
"89","Stock_Stock_0",0.020027038417541,"Stock","Stock","Stock"
"90","Stock_Stock_0",0.00160828870423352,"Stock","Stock","Stock"
"91","Stock_Stock_0",0.000733021525669429,"Stock","Stock","Stock"
"92","Stock_Stock_0",0.000792631262470276,"Stock","Stock","Stock"
"93","Stock_Stock_0",0.00362538424159036,"Stock","Stock","Stock"
"94","Stock_Stock_0",0.00085686996861782,"Stock","Stock","Stock"
"95","Stock_Stock_0",0.00254722988749735,"Stock","Stock","Stock"
"96","Stock_Stock_0",0.00230481129357534,"Stock","Stock","Stock"
"97","Stock_Stock_0",0.00098254223303079,"Stock","Stock","Stock"
"98","Stock_Stock_0",0.00173143725575337,"Stock","Stock","Stock"
"99","Stock_Stock_0",0.00258533782831622,"Stock","Stock","Stock"
"100","Stock_Stock_0",0.00146338290768764,"Stock","Stock","Stock"
"101","Stock_Stock_0",0.000780386291214151,"Stock","Stock","Stock"
"102","Stock_Stock_0",0.00233733349204116,"Stock","Stock","Stock"
"103","Stock_Stock_0",0.000416551709214448,"Stock","Stock","Stock"
"104","Stock_Stock_0",0.00209671928279231,"Stock","Stock","Stock"
"105","Stock_Stock_0",0.0024368104258745,"Stock","Stock","Stock"
"106","Stock_Stock_0",0.00139516020008111,"Stock","Stock","Stock"
"107","Stock_Stock_0",0.00173089925625423,"Stock","Stock","Stock"
"108","Stock_Stock_0",0.000762854916897507,"Stock","Stock","Stock"
"109","Stock_Stock_0",0.00081071878327325,"Stock","Stock","Stock"
"110","Stock_Stock_0",0.00082461113925688,"Stock","Stock","Stock"
"111","Stock_Stock_0",0.00141109052522728,"Stock","Stock","Stock"
"112","Stock_Stock_0",0.000671375245051964,"Stock","Stock","Stock"
"113","Stock_Stock_0",0.00212050935171466,"Stock","Stock","Stock"
"114","Stock_Stock_0",0.00104530737397345,"Stock","Stock","Stock"
"115","Stock_Stock_0",0.00109312456797467,"Stock","Stock","Stock"
"116","Stock_Stock_0",0.00163377686357695,"Stock","Stock","Stock"
"117","Stock_Stock_0",0.00182804576011322,"Stock","Stock","Stock"
"118","Stock_Stock_0",0.000573419078242229,"Stock","Stock","Stock"
"119","Stock_Stock_0",0.00170515783434231,"Stock","Stock","Stock"
"120","Stock_Stock_0",0.00130279538070576,"Stock","Stock","Stock"
"121","Stock_Stock_0",0.00158167614778753,"Stock","Stock","Stock"
"122","Stock_Stock_0",0.000734612022971372,"Stock","Stock","Stock"
"123","Stock_Stock_0",0.00417185019947664,"Stock","Stock","Stock"
"124","Stock_Stock_0",0.000611342002949457,"Stock","Stock","Stock"
"125","Stock_Stock_0",0.00226812083775697,"Stock","Stock","Stock"
"126","Stock_Stock_0",0.00227869819312637,"Stock","Stock","Stock"
"127","Stock_Stock_0",0.00191451708049552,"Stock","Stock","Stock"
"128","Stock_Stock_0",0.000471989058435464,"Stock","Stock","Stock"
"129","Stock_Stock_0",0.000520651619655941,"Stock","Stock","Stock"
"130","Stock_Stock_0",0.00462641310260512,"Stock","Stock","Stock"
"131","Stock_Stock_0",0.00198711873169051,"Stock","Stock","Stock"
"132","Stock_Stock_0",0.00239650594818162,"Stock","Stock","Stock"
"133","Stock_Stock_0",0.00067345146569977,"Stock","Stock","Stock"
"134","Stock_Stock_0",0.00150307078978558,"Stock","Stock","Stock"
"135","Stock_Stock_0",0.00253355614252601,"Stock","Stock","Stock"
"136","Stock_Stock_0",0.000517556486438403,"Stock","Stock","Stock"
"137","Stock_Stock_0",0.000754749530977077,"Stock","Stock","Stock"
"138","Stock_Stock_0",0.00616973802924953,"Stock","Stock","Stock"
"139","Stock_Stock_0",0.00601192662532679,"Stock","Stock","Stock"
"140","Stock_Stock_0",0.00939104122764359,"Stock","Stock","Stock"
"141","Stock_Stock_0",0.000875178952486427,"Stock","Stock","Stock"
"142","Stock_Stock_0",0.000870185603562897,"Stock","Stock","Stock"
"143","Stock_Stock_0",0.0027142324183162,"Stock","Stock","Stock"
"144","Stock_Stock_0",0.000708387634039378,"Stock","Stock","Stock"
"145","Stock_Stock_0",0.00254765356238776,"Stock","Stock","Stock"
"146","Stock_Stock_0",0.00236349082727587,"Stock","Stock","Stock"
"147","Stock_Stock_0",0.00144543874750296,"Stock","Stock","Stock"
"148","Stock_Stock_0",0.00161366306931712,"Stock","Stock","Stock"
"149","Stock_Stock_0",0.00137562011221594,"Stock","Stock","Stock"
"150","Stock_Stock_0",0.00207973396736334,"Stock","Stock","Stock"
"151","Stock_Stock_0",0.000639566395663957,"Stock","Stock","Stock"
"152","Stock_Stock_0",0.00224937126008152,"Stock","Stock","Stock"
"153","Stock_Stock_0",0.000884197279059171,"Stock","Stock","Stock"
"154","Stock_Stock_0",0.00291404384632082,"Stock","Stock","Stock"
"155","Stock_Stock_0",0.000781695301685531,"Stock","Stock","Stock"
"156","Stock_Stock_0",0.00306805100023893,"Stock","Stock","Stock"
"157","Stock_Stock_0",0.00101655296132206,"Stock","Stock","Stock"
"158","Stock_Stock_0",0.00191942754296962,"Stock","Stock","Stock"
"159","Stock_Stock_0",0.00202378491300989,"Stock","Stock","Stock"
"160","Stock_Stock_0",0.000789373400838369,"Stock","Stock","Stock"
"161","Stock_Stock_0",0.00281584279209603,"Stock","Stock","Stock"
"162","Stock_Stock_0",0.000746618418040917,"Stock","Stock","Stock"
"163","Stock_Stock_0",0.00145619948296737,"Stock","Stock","Stock"
"164","Stock_Stock_0",0.000622294519987117,"Stock","Stock","Stock"
"165","Stock_Stock_0",0.0060778156996587,"Stock","Stock","Stock"
"166","Stock_Stock_0",0.00208697552447552,"Stock","Stock","Stock"
"167","Stock_Stock_0",0.00115404599775754,"Stock","Stock","Stock"
"168","Stock_Stock_0",0.00153846996151088,"Stock","Stock","Stock"
"169","Stock_Stock_0",0.000619364740058648,"Stock","Stock","Stock"
"170","Stock_Stock_0",0.00249576268862206,"Stock","Stock","Stock"
"171","Stock_Stock_0",0.00077957727147955,"Stock","Stock","Stock"
"172","Stock_Stock_0",0.0390964713125794,"Stock","Stock","Stock"
"173","Stock_Stock_0",0.00228315526556122,"Stock","Stock","Stock"
"174","Stock_Stock_0",0.00198608083736266,"Stock","Stock","Stock"
"175","Stock_Stock_0",0.00073603063658349,"Stock","Stock","Stock"
"176","Stock_Stock_0",0.00125164763349985,"Stock","Stock","Stock"
"177","Stock_Stock_0",0.00202284428532634,"Stock","Stock","Stock"
"178","Stock_Stock_0",0.00144728232541117,"Stock","Stock","Stock"
"179","Stock_Stock_0",0.0020693710887222,"Stock","Stock","Stock"
"180","Stock_Stock_0",0.00115005750287514,"Stock","Stock","Stock"
"181","Stock_Stock_0",0.00128947631698885,"Stock","Stock","Stock"
"182","Stock_Stock_0",0.00219015431137991,"Stock","Stock","Stock"
"183","Stock_Stock_0",0.00167428717640646,"Stock","Stock","Stock"
"184","Stock_Stock_0",0.000668523676880223,"Stock","Stock","Stock"
"185","Stock_Stock_0",0.00274363721531976,"Stock","Stock","Stock"
"186","Stock_Stock_0",0.000362828499341327,"Stock","Stock","Stock"
"187","Stock_Stock_0",0.00226758636097071,"Stock","Stock","Stock"
"188","Stock_Stock_0",0.00136280111481599,"Stock","Stock","Stock"
"189","Stock_Stock_0",0.00161498527513426,"Stock","Stock","Stock"
"190","Stock_Stock_0",0.00946524183972937,"Stock","Stock","Stock"
"191","Stock_Stock_0",0.00283944243675787,"Stock","Stock","Stock"
"192","Stock_Stock_0",0.000495478756348322,"Stock","Stock","Stock"
"193","Stock_Stock_0",0.00232155837423296,"Stock","Stock","Stock"
"194","Stock_Stock_0",0.000485335530511239,"Stock","Stock","Stock"
"195","Stock_Stock_0",0.000751336022325413,"Stock","Stock","Stock"
"196","Stock_Stock_0",0.00193234518505047,"Stock","Stock","Stock"
"197","Stock_Stock_0",0.00063146756475387,"Stock","Stock","Stock"
"198","Stock_Stock_0",0.00174144642491293,"Stock","Stock","Stock"
"199","Stock_Stock_0",0.00161861175545284,"Stock","Stock","Stock"
"200","Stock_Stock_0",0.000924219690443454,"Stock","Stock","Stock"
"201","Stock_Stock_0",0.00131370768290524,"Stock","Stock","Stock"
"202","Stock_Stock_0",0.00179400892433739,"Stock","Stock","Stock"
"203","Stock_Stock_0",0.0017617214535346,"Stock","Stock","Stock"
"204","Stock_Stock_0",0.00061372565889472,"Stock","Stock","Stock"
"205","Stock_Stock_0",0.000751836547291093,"Stock","Stock","Stock"
"206","Stock_Stock_0",0.000891050404709345,"Stock","Stock","Stock"
"207","Stock_Stock_0",0.00131233595800525,"Stock","Stock","Stock"
"208","Stock_Stock_0",0.00148049150013538,"Stock","Stock","Stock"
"209","Stock_Stock_0",0.000693717807158012,"Stock","Stock","Stock"
"210","Stock_Stock_0",0.00180811915041581,"Stock","Stock","Stock"
"211","Stock_Stock_0",0.000632812182505356,"Stock","Stock","Stock"
"212","Stock_Stock_0",0.00136178731675522,"Stock","Stock","Stock"
"213","Stock_Stock_0",0.00315426145970591,"Stock","Stock","Stock"
"214","Stock_Stock_0",0.00211098411513611,"Stock","Stock","Stock"
"215","Stock_Stock_0",0.00187944690562492,"Stock","Stock","Stock"
"216","Stock_Stock_0",0.00200423050403768,"Stock","Stock","Stock"
"217","Stock_Stock_0",0.00211222280732549,"Stock","Stock","Stock"
"218","Stock_Stock_0",0.00125449184287197,"Stock","Stock","Stock"
"219","Stock_Stock_0",0.00106377351615349,"Stock","Stock","Stock"
"220","Stock_Stock_0",0.00281439174917102,"Stock","Stock","Stock"
"221","Stock_Stock_0",0.000800474355173436,"Stock","Stock","Stock"
"222","Stock_Stock_0",0.00149966805766313,"Stock","Stock","Stock"
"223","Stock_Stock_0",0.00094384423602042,"Stock","Stock","Stock"
"224","Stock_Stock_0",0.00114831055553242,"Stock","Stock","Stock"
"225","Stock_Stock_0",0.000997181618419796,"Stock","Stock","Stock"
"226","Stock_Stock_0",0.00110170404876238,"Stock","Stock","Stock"
"227","Stock_Stock_0",0.000947588746484026,"Stock","Stock","Stock"
"228","Stock_Stock_0",0.00105336021909893,"Stock","Stock","Stock"
"229","Stock_Stock_0",0.00198530032947537,"Stock","Stock","Stock"
"230","Stock_Stock_0",0.000929949855645039,"Stock","Stock","Stock"
"231","Stock_Stock_0",0.000616056506410647,"Stock","Stock","Stock"
"232","Stock_Stock_0",0.00173213695511133,"Stock","Stock","Stock"
"233","Stock_Stock_0",0.00160761839311792,"Stock","Stock","Stock"
"234","Stock_Stock_0",0.00196275080448172,"Stock","Stock","Stock"
"235","Stock_Stock_0",0.00147938150711217,"Stock","Stock","Stock"
"236","Stock_Stock_0",0.00143050839024269,"Stock","Stock","Stock"
"237","Stock_Stock_0",0.00112012915902705,"Stock","Stock","Stock"
"238","Stock_Stock_0",0.0011205680902498,"Stock","Stock","Stock"
"239","Stock_Stock_0",0.00186161960905988,"Stock","Stock","Stock"
"240","Stock_Stock_0",0.000867748674272859,"Stock","Stock","Stock"
"241","Stock_Stock_0",0.00282844235026084,"Stock","Stock","Stock"
"242","Stock_Stock_0",0.121705589636924,"Stock","Stock","Stock"
"243","Stock_Stock_0",0.00186291343750622,"Stock","Stock","Stock"
"244","Stock_Stock_0",0.00179705923614962,"Stock","Stock","Stock"
"245","Stock_Stock_0",0.000910513394663717,"Stock","Stock","Stock"
"246","Stock_Stock_0",0.000821358023853323,"Stock","Stock","Stock"
"247","Stock_Stock_0",0.00255585842175742,"Stock","Stock","Stock"
"248","Stock_Stock_0",0.00156226548962356,"Stock","Stock","Stock"
"249","Stock_Stock_0",0.00146204879932691,"Stock","Stock","Stock"
"250","Stock_Stock_0",0.00111961960578332,"Stock","Stock","Stock"
"251","Stock_Stock_0",0.0015445138590683,"Stock","Stock","Stock"
"252","Stock_Stock_0",0.00250537858283018,"Stock","Stock","Stock"
"253","Stock_Stock_0",0.00195226707013519,"Stock","Stock","Stock"
"254","Stock_Stock_0",0.000323454784615053,"Stock","Stock","Stock"
"255","Stock_Stock_0",0.00124604689799904,"Stock","Stock","Stock"
"256","Stock_Stock_0",0.00251621309928558,"Stock","Stock","Stock"
"257","Stock_Stock_0",0.00201679910565912,"Stock","Stock","Stock"
"258","Stock_Stock_0",0.00625612011750626,"Stock","Stock","Stock"
"259","Stock_Stock_0",0.00277550383970686,"Stock","Stock","Stock"
"260","Stock_Stock_0",0.00109207454595814,"Stock","Stock","Stock"
"261","Stock_Stock_0",0.00252705859915129,"Stock","Stock","Stock"
"262","Stock_Stock_0",0.000420438245041302,"Stock","Stock","Stock"
"263","Stock_Stock_0",0.00159413757991554,"Stock","Stock","Stock"
"264","Stock_Stock_0",0.00141390911801031,"Stock","Stock","Stock"
"265","Stock_Stock_0",0.00109259765091505,"Stock","Stock","Stock"
"266","Stock_Stock_0",0.00166977787672758,"Stock","Stock","Stock"
"267","Stock_Stock_0",0.00173986442838563,"Stock","Stock","Stock"
"268","Stock_Stock_0",0.00148650203066795,"Stock","Stock","Stock"
"269","Stock_Stock_0",0.000636086722809532,"Stock","Stock","Stock"
"270","Stock_Stock_0",0.0100671140939597,"Stock","Stock","Stock"
"271","Stock_Stock_0",0.000769209121694511,"Stock","Stock","Stock"
"272","Stock_Stock_0",0.00124069478908189,"Stock","Stock","Stock"
"273","Stock_Stock_0",0.00203789490426864,"Stock","Stock","Stock"
"274","Stock_Stock_0",0.00138967211794087,"Stock","Stock","Stock"
"275","Stock_Stock_0",0.00201392367535959,"Stock","Stock","Stock"
"276","Stock_Stock_0",0.00095140358753982,"Stock","Stock","Stock"
"277","Stock_Stock_0",0.00145860794779264,"Stock","Stock","Stock"
"278","Stock_Stock_0",0.00125511596180082,"Stock","Stock","Stock"
"279","Stock_Stock_0",0.00208740888077726,"Stock","Stock","Stock"
"280","Stock_Stock_0",0.00138894964784111,"Stock","Stock","Stock"
"281","Stock_Stock_0",0.00157950157950158,"Stock","Stock","Stock"
"282","Stock_Stock_0",0.00309545999201172,"Stock","Stock","Stock"
"283","Stock_Stock_0",0.00187539317974101,"Stock","Stock","Stock"
"284","Stock_Stock_0",0.000689663665808692,"Stock","Stock","Stock"
"285","Stock_Stock_0",0.000940344542240277,"Stock","Stock","Stock"
"286","Stock_Stock_0",0.00138393848001776,"Stock","Stock","Stock"
"287","Stock_Stock_0",0.00170015247399172,"Stock","Stock","Stock"
"288","Stock_Stock_0",0.00100461580233505,"Stock","Stock","Stock"
"289","Stock_Stock_0",0.00241143156357223,"Stock","Stock","Stock"
"290","Stock_Stock_0",0.000434021498531561,"Stock","Stock","Stock"
"291","Stock_Stock_0",0.00130922784977714,"Stock","Stock","Stock"
"292","Stock_Stock_0",0.000844231595751213,"Stock","Stock","Stock"
"293","Stock_Stock_0",0.00145176631568408,"Stock","Stock","Stock"
"294","Stock_Stock_0",0.000694809266383094,"Stock","Stock","Stock"
"295","Stock_Stock_0",0.00191759523192537,"Stock","Stock","Stock"
"296","Stock_Stock_0",0.000816978631470017,"Stock","Stock","Stock"
"297","Stock_Stock_0",0.000619477088457684,"Stock","Stock","Stock"
"298","Stock_Stock_0",0.00086273358052792,"Stock","Stock","Stock"
"299","Stock_Stock_0",0.00059763008758372,"Stock","Stock","Stock"
"300","Stock_Stock_0",0.000551560279174357,"Stock","Stock","Stock"
"301","Stock_Stock_0",0.000659036488653588,"Stock","Stock","Stock"
"448","Stock_Stock_0",0,"Stock","Stock","Stock"
"449","Stock_Stock_0",0,"Stock","Stock","Stock"
"450","Stock_Stock_0",0,"Stock","Stock","Stock"
"451","Stock_Stock_0",0.00446428571428571,"Stock","Stock","Stock"
"452","Stock_Stock_0",0.0100671140939597,"Stock","Stock","Stock"
"453","Stock_Stock_0",0,"Stock","Stock","Stock"
"454","Stock_Stock_0",0,"Stock","Stock","Stock"
"455","Stock_Stock_0",0,"Stock","Stock","Stock"
"456","Stock_Stock_0",0.00245700245700246,"Stock","Stock","Stock"
"457","Stock_Stock_0",0.00322234156820623,"Stock","Stock","Stock"
"458","Stock_Stock_0",0.00167785234899329,"Stock","Stock","Stock"
"459","Stock_Stock_0",0.00059206631142688,"Stock","Stock","Stock"
"460","Stock_Stock_0",0.000929368029739777,"Stock","Stock","Stock"
"461","Stock_Stock_0",0.00257163850110213,"Stock","Stock","Stock"
"462","Stock_Stock_0",0.000644122383252818,"Stock","Stock","Stock"
"463","Stock_Stock_0",0.00136425648021828,"Stock","Stock","Stock"
"464","Stock_Stock_0",0.00144359661785935,"Stock","Stock","Stock"
"465","Stock_Stock_0",0.000559701492537313,"Stock","Stock","Stock"
"466","Stock_Stock_0",0.00301659125188537,"Stock","Stock","Stock"
"467","Stock_Stock_0",0.00149962509372657,"Stock","Stock","Stock"
"468","Stock_Stock_0",0.0011646373742721,"Stock","Stock","Stock"
"469","Stock_Stock_0",0.000928850083596507,"Stock","Stock","Stock"
"470","Stock_Stock_0",0.000904084819593984,"Stock","Stock","Stock"
"471","Stock_Stock_0",0.00429702223897475,"Stock","Stock","Stock"
"472","Stock_Stock_0",0.000945454545454545,"Stock","Stock","Stock"
"473","Stock_Stock_0",0.000599960002666489,"Stock","Stock","Stock"
"474","Stock_Stock_0",0.00173174682978605,"Stock","Stock","Stock"
"475","Stock_Stock_0",0.00103346456692913,"Stock","Stock","Stock"
"476","Stock_Stock_0",0.0108220015997741,"Stock","Stock","Stock"
"477","Stock_Stock_0",0.000438039335932367,"Stock","Stock","Stock"
"478","Stock_Stock_0",0.000753831979227741,"Stock","Stock","Stock"
"479","Stock_Stock_0",0.000534555173730431,"Stock","Stock","Stock"
"480","Stock_Stock_0",0.00140923419247172,"Stock","Stock","Stock"
"481","Stock_Stock_0",0.00196704395214601,"Stock","Stock","Stock"
"482","Stock_Stock_0",0.00122624156958921,"Stock","Stock","Stock"
"483","Stock_Stock_0",0.00132808780414464,"Stock","Stock","Stock"
"484","Stock_Stock_0",0.00112991744684776,"Stock","Stock","Stock"
"485","Stock_Stock_0",0.00106677561396341,"Stock","Stock","Stock"
"486","Stock_Stock_0",0.00184956843403206,"Stock","Stock","Stock"
"487","Stock_Stock_0",0.000506496795433737,"Stock","Stock","Stock"
"488","Stock_Stock_0",0.00172736962034621,"Stock","Stock","Stock"
"489","Stock_Stock_0",0.00134647671925129,"Stock","Stock","Stock"
"490","Stock_Stock_0",0.00381463040980467,"Stock","Stock","Stock"
"491","Stock_Stock_0",0.00103147351420312,"Stock","Stock","Stock"
"492","Stock_Stock_0",0.096147518327915,"Stock","Stock","Stock"
"493","Stock_Stock_0",0.000226603217765692,"Stock","Stock","Stock"
"494","Stock_Stock_0",0.00144492470198428,"Stock","Stock","Stock"
"495","Stock_Stock_0",0.00109957672207903,"Stock","Stock","Stock"
"496","Stock_Stock_0",0.00158500135857259,"Stock","Stock","Stock"
"497","Stock_Stock_0",0.0013386436552716,"Stock","Stock","Stock"
"498","Stock_Stock_0",0.00331518135672438,"Stock","Stock","Stock"
"499","Stock_Stock_0",0.00189139783810057,"Stock","Stock","Stock"
"500","Stock_Stock_0",0.00191842094464278,"Stock","Stock","Stock"
"501","Stock_Stock_0",0.00251402049893638,"Stock","Stock","Stock"
"502","Stock_Stock_0",0.00165500715815979,"Stock","Stock","Stock"
"503","Stock_Stock_0",0.00145304080061586,"Stock","Stock","Stock"
"504","Stock_Stock_0",0.0016253322370308,"Stock","Stock","Stock"
"505","Stock_Stock_0",0.00872756312747186,"Stock","Stock","Stock"
"506","Stock_Stock_0",0.000836662749706228,"Stock","Stock","Stock"
"507","Stock_Stock_0",0.000574691335137741,"Stock","Stock","Stock"
"508","Stock_Stock_0",0.00239784011348556,"Stock","Stock","Stock"
"509","Stock_Stock_0",0.00257598237773186,"Stock","Stock","Stock"
"510","Stock_Stock_0",0.00116081873996753,"Stock","Stock","Stock"
"511","Stock_Stock_0",0.0015318874465855,"Stock","Stock","Stock"
"512","Stock_Stock_0",0.000613573308671836,"Stock","Stock","Stock"
"513","Stock_Stock_0",0.0080298753440749,"Stock","Stock","Stock"
"514","Stock_Stock_0",0.00201653390454515,"Stock","Stock","Stock"
"515","Stock_Stock_0",0.000733070649683863,"Stock","Stock","Stock"
"516","Stock_Stock_0",0.00457297436558032,"Stock","Stock","Stock"
"517","Stock_Stock_0",0.000793669690548188,"Stock","Stock","Stock"
"518","Stock_Stock_0",0.00266302170480522,"Stock","Stock","Stock"
"519","Stock_Stock_0",0.0012353640439137,"Stock","Stock","Stock"
"520","Stock_Stock_0",0.00095475237542391,"Stock","Stock","Stock"
"521","Stock_Stock_0",0.00137572491582236,"Stock","Stock","Stock"
"522","Stock_Stock_0",0.00152264652632057,"Stock","Stock","Stock"
"523","Stock_Stock_0",0.000621448198923322,"Stock","Stock","Stock"
"524","Stock_Stock_0",0.00193984258288925,"Stock","Stock","Stock"
"525","Stock_Stock_0",0.00222858962113976,"Stock","Stock","Stock"
"526","Stock_Stock_0",0.00146926359622569,"Stock","Stock","Stock"
"527","Stock_Stock_0",0.000552319373154333,"Stock","Stock","Stock"
"528","Stock_Stock_0",0.00115948835741596,"Stock","Stock","Stock"
"529","Stock_Stock_0",0.00149479010959364,"Stock","Stock","Stock"
"530","Stock_Stock_0",0.000910240202275601,"Stock","Stock","Stock"
"531","Stock_Stock_0",0.00218666207826099,"Stock","Stock","Stock"
"532","Stock_Stock_0",0.00206525056244367,"Stock","Stock","Stock"
"533","Stock_Stock_0",0.000613103501737127,"Stock","Stock","Stock"
"534","Stock_Stock_0",0.0035929491010596,"Stock","Stock","Stock"
"535","Stock_Stock_0",0.00122363931308385,"Stock","Stock","Stock"
